timestamp, utilization.gpu [%], memory.used [MiB]
2024/12/17 16:09:37.688, 100 %, 5771 MiB
2024/12/17 16:09:38.689, 0 %, 5771 MiB
2024/12/17 16:09:39.689, 100 %, 5771 MiB
2024/12/17 16:09:40.689, 0 %, 5771 MiB
2024/12/17 16:09:41.690, 100 %, 5771 MiB
2024/12/17 16:09:42.690, 0 %, 5771 MiB
2024/12/17 16:09:43.690, 100 %, 5771 MiB
2024/12/17 16:09:44.691, 0 %, 5771 MiB
2024/12/17 16:09:45.691, 100 %, 5771 MiB
2024/12/17 16:09:46.691, 0 %, 5771 MiB
2024/12/17 16:09:47.692, 100 %, 5771 MiB
2024/12/17 16:09:48.692, 0 %, 5771 MiB
2024/12/17 16:09:49.692, 100 %, 5771 MiB
2024/12/17 16:09:50.692, 0 %, 5771 MiB
2024/12/17 16:09:51.693, 100 %, 5771 MiB
2024/12/17 16:09:52.693, 0 %, 5771 MiB
2024/12/17 16:09:53.693, 100 %, 5771 MiB
2024/12/17 16:09:54.694, 0 %, 5771 MiB
2024/12/17 16:09:55.694, 100 %, 5771 MiB
2024/12/17 16:09:56.694, 0 %, 5771 MiB
2024/12/17 16:09:57.695, 100 %, 5771 MiB
2024/12/17 16:09:58.695, 0 %, 5771 MiB
2024/12/17 16:09:59.695, 100 %, 5771 MiB
2024/12/17 16:10:00.696, 0 %, 5771 MiB
2024/12/17 16:10:01.696, 100 %, 5771 MiB
2024/12/17 16:10:02.696, 0 %, 5771 MiB
2024/12/17 16:10:03.697, 100 %, 5771 MiB
2024/12/17 16:10:04.697, 0 %, 5771 MiB
2024/12/17 16:10:05.697, 100 %, 5771 MiB
2024/12/17 16:10:06.698, 0 %, 5771 MiB
2024/12/17 16:10:07.698, 100 %, 5771 MiB
2024/12/17 16:10:08.698, 0 %, 5771 MiB
2024/12/17 16:10:09.699, 100 %, 5771 MiB
2024/12/17 16:10:10.699, 0 %, 5771 MiB
2024/12/17 16:10:11.699, 100 %, 5771 MiB
2024/12/17 16:10:12.700, 0 %, 5771 MiB
2024/12/17 16:10:13.700, 100 %, 5771 MiB
2024/12/17 16:10:14.700, 0 %, 5771 MiB
2024/12/17 16:10:15.700, 100 %, 5771 MiB
2024/12/17 16:10:16.701, 0 %, 5771 MiB
2024/12/17 16:10:17.701, 100 %, 5771 MiB
2024/12/17 16:10:18.701, 0 %, 5771 MiB
2024/12/17 16:10:19.702, 100 %, 5771 MiB
2024/12/17 16:10:20.702, 0 %, 5771 MiB
2024/12/17 16:10:21.702, 100 %, 5771 MiB
2024/12/17 16:10:22.703, 0 %, 5771 MiB
2024/12/17 16:10:23.703, 100 %, 5771 MiB
2024/12/17 16:10:24.703, 0 %, 5771 MiB
2024/12/17 16:10:25.704, 22 %, 5771 MiB
2024/12/17 16:10:26.704, 0 %, 5771 MiB
2024/12/17 16:10:27.704, 21 %, 5771 MiB
2024/12/17 16:10:28.705, 0 %, 5771 MiB
2024/12/17 16:10:29.705, 6 %, 5771 MiB
2024/12/17 16:10:30.705, 9 %, 5771 MiB
2024/12/17 16:10:31.706, 4 %, 5771 MiB
2024/12/17 16:10:32.706, 14 %, 5771 MiB
2024/12/17 16:10:33.706, 0 %, 5771 MiB
2024/12/17 16:10:34.706, 28 %, 5771 MiB
2024/12/17 16:10:35.707, 0 %, 5771 MiB
2024/12/17 16:10:36.707, 41 %, 5771 MiB
2024/12/17 16:10:37.707, 0 %, 5771 MiB
2024/12/17 16:10:38.708, 47 %, 5771 MiB
2024/12/17 16:10:39.708, 0 %, 5771 MiB
2024/12/17 16:10:40.708, 63 %, 5771 MiB
2024/12/17 16:10:41.709, 0 %, 5771 MiB
2024/12/17 16:10:42.709, 71 %, 5771 MiB
2024/12/17 16:10:43.709, 0 %, 5771 MiB
2024/12/17 16:10:44.710, 89 %, 5771 MiB
2024/12/17 16:10:45.710, 0 %, 5771 MiB
2024/12/17 16:10:46.710, 96 %, 5771 MiB
2024/12/17 16:10:47.711, 0 %, 5771 MiB
2024/12/17 16:10:48.711, 100 %, 5771 MiB
2024/12/17 16:10:49.711, 0 %, 5771 MiB
2024/12/17 16:10:50.712, 100 %, 5771 MiB
2024/12/17 16:10:51.712, 0 %, 5771 MiB
2024/12/17 16:10:52.712, 100 %, 5771 MiB
2024/12/17 16:10:53.713, 0 %, 5771 MiB
2024/12/17 16:10:54.713, 100 %, 5771 MiB
2024/12/17 16:10:55.713, 0 %, 5771 MiB
2024/12/17 16:10:56.713, 100 %, 5771 MiB
2024/12/17 16:10:57.714, 0 %, 5771 MiB
2024/12/17 16:10:58.714, 100 %, 5771 MiB
2024/12/17 16:10:59.714, 0 %, 5771 MiB
2024/12/17 16:11:00.715, 100 %, 5771 MiB
2024/12/17 16:11:01.715, 0 %, 5771 MiB
2024/12/17 16:11:02.715, 100 %, 5771 MiB
2024/12/17 16:11:03.716, 0 %, 5771 MiB
2024/12/17 16:11:04.716, 100 %, 5771 MiB
2024/12/17 16:11:05.716, 0 %, 5771 MiB
2024/12/17 16:11:06.717, 100 %, 5771 MiB
2024/12/17 16:11:07.717, 0 %, 5771 MiB
2024/12/17 16:11:08.717, 100 %, 5771 MiB
2024/12/17 16:11:09.717, 0 %, 5771 MiB
2024/12/17 16:11:10.718, 100 %, 5771 MiB
2024/12/17 16:11:11.718, 0 %, 5771 MiB
2024/12/17 16:11:12.718, 100 %, 5771 MiB
2024/12/17 16:11:13.719, 0 %, 5771 MiB
2024/12/17 16:11:14.719, 100 %, 5771 MiB
2024/12/17 16:11:15.719, 0 %, 5771 MiB
2024/12/17 16:11:16.720, 100 %, 5771 MiB
2024/12/17 16:11:17.720, 0 %, 5771 MiB
2024/12/17 16:11:18.720, 100 %, 5771 MiB
2024/12/17 16:11:19.721, 0 %, 5771 MiB
2024/12/17 16:11:20.721, 100 %, 5771 MiB
2024/12/17 16:11:21.721, 0 %, 5771 MiB
2024/12/17 16:11:22.722, 100 %, 5771 MiB
2024/12/17 16:11:23.722, 0 %, 5771 MiB
2024/12/17 16:11:24.722, 100 %, 5771 MiB
2024/12/17 16:11:25.723, 0 %, 5771 MiB
2024/12/17 16:11:26.723, 100 %, 5771 MiB
2024/12/17 16:11:27.723, 0 %, 5771 MiB
2024/12/17 16:11:28.724, 100 %, 5771 MiB
2024/12/17 16:11:29.724, 0 %, 5771 MiB
2024/12/17 16:11:30.724, 100 %, 5771 MiB
2024/12/17 16:11:31.724, 0 %, 5771 MiB
2024/12/17 16:11:32.725, 100 %, 5771 MiB
2024/12/17 16:11:33.725, 0 %, 5771 MiB
2024/12/17 16:11:34.725, 100 %, 5771 MiB
2024/12/17 16:11:35.726, 0 %, 5771 MiB
2024/12/17 16:11:36.726, 63 %, 5771 MiB
2024/12/17 16:11:37.726, 0 %, 5771 MiB
2024/12/17 16:11:38.727, 57 %, 5771 MiB
2024/12/17 16:11:39.727, 0 %, 5771 MiB
2024/12/17 16:11:40.727, 42 %, 5771 MiB
2024/12/17 16:11:41.728, 0 %, 5771 MiB
2024/12/17 16:11:42.728, 36 %, 5771 MiB
2024/12/17 16:11:43.728, 0 %, 5771 MiB
2024/12/17 16:11:44.729, 22 %, 5771 MiB
2024/12/17 16:11:45.729, 0 %, 5771 MiB
2024/12/17 16:11:46.729, 16 %, 5771 MiB
2024/12/17 16:11:47.730, 1 %, 5771 MiB
2024/12/17 16:11:48.730, 2 %, 5771 MiB
2024/12/17 16:11:49.730, 17 %, 5771 MiB
2024/12/17 16:11:50.731, 0 %, 5771 MiB
2024/12/17 16:11:51.731, 24 %, 5771 MiB
2024/12/17 16:11:52.731, 0 %, 5771 MiB
2024/12/17 16:11:53.732, 42 %, 5771 MiB
2024/12/17 16:11:54.732, 0 %, 5771 MiB
2024/12/17 16:11:55.732, 44 %, 5771 MiB
2024/12/17 16:11:56.733, 0 %, 5771 MiB
2024/12/17 16:11:57.733, 55 %, 5771 MiB
2024/12/17 16:11:58.733, 0 %, 5771 MiB
2024/12/17 16:11:59.734, 58 %, 5771 MiB
2024/12/17 16:12:00.734, 0 %, 5771 MiB
2024/12/17 16:12:01.734, 73 %, 5771 MiB
2024/12/17 16:12:02.735, 0 %, 5771 MiB
2024/12/17 16:12:03.735, 79 %, 5771 MiB
2024/12/17 16:12:04.735, 0 %, 5771 MiB
2024/12/17 16:12:05.736, 94 %, 5771 MiB
2024/12/17 16:12:06.736, 0 %, 5771 MiB
2024/12/17 16:12:07.736, 100 %, 5771 MiB
2024/12/17 16:12:08.737, 0 %, 5771 MiB
2024/12/17 16:12:09.737, 100 %, 5771 MiB
2024/12/17 16:12:10.737, 0 %, 5771 MiB
2024/12/17 16:12:11.738, 100 %, 5771 MiB
2024/12/17 16:12:12.738, 0 %, 5771 MiB
2024/12/17 16:12:13.738, 100 %, 5771 MiB
2024/12/17 16:12:14.738, 0 %, 5771 MiB
2024/12/17 16:12:15.739, 100 %, 5771 MiB
2024/12/17 16:12:16.739, 0 %, 5771 MiB
2024/12/17 16:12:17.739, 100 %, 5771 MiB
2024/12/17 16:12:18.740, 0 %, 5771 MiB
2024/12/17 16:12:19.740, 100 %, 5771 MiB
2024/12/17 16:12:20.740, 0 %, 5771 MiB
2024/12/17 16:12:21.741, 100 %, 5771 MiB
2024/12/17 16:12:22.741, 0 %, 5771 MiB
2024/12/17 16:12:23.741, 100 %, 5771 MiB
2024/12/17 16:12:24.742, 0 %, 5771 MiB
2024/12/17 16:12:25.742, 100 %, 5771 MiB
2024/12/17 16:12:26.742, 0 %, 5771 MiB
2024/12/17 16:12:27.743, 100 %, 5771 MiB
2024/12/17 16:12:28.743, 0 %, 5771 MiB
2024/12/17 16:12:29.743, 100 %, 5771 MiB
2024/12/17 16:12:30.743, 0 %, 5771 MiB
2024/12/17 16:12:31.744, 100 %, 5771 MiB
2024/12/17 16:12:32.744, 0 %, 5771 MiB
2024/12/17 16:12:33.744, 100 %, 5771 MiB
2024/12/17 16:12:34.745, 0 %, 5771 MiB
2024/12/17 16:12:35.745, 100 %, 5771 MiB
2024/12/17 16:12:36.745, 0 %, 5771 MiB
2024/12/17 16:12:37.746, 100 %, 5771 MiB
2024/12/17 16:12:38.746, 0 %, 5771 MiB
2024/12/17 16:12:39.746, 100 %, 5771 MiB
2024/12/17 16:12:40.747, 0 %, 5771 MiB
2024/12/17 16:12:41.747, 100 %, 5771 MiB
2024/12/17 16:12:42.747, 0 %, 5771 MiB
2024/12/17 16:12:43.748, 100 %, 5771 MiB
2024/12/17 16:12:44.748, 0 %, 5771 MiB
2024/12/17 16:12:45.748, 100 %, 5771 MiB
2024/12/17 16:12:46.749, 0 %, 5771 MiB
2024/12/17 16:12:47.749, 100 %, 5771 MiB
2024/12/17 16:12:48.749, 0 %, 5771 MiB
2024/12/17 16:12:49.750, 95 %, 5771 MiB
2024/12/17 16:12:50.750, 0 %, 5771 MiB
2024/12/17 16:12:51.750, 91 %, 5771 MiB
2024/12/17 16:12:52.751, 0 %, 5771 MiB
2024/12/17 16:12:53.751, 76 %, 5771 MiB
2024/12/17 16:12:54.751, 0 %, 5771 MiB
2024/12/17 16:12:55.752, 69 %, 5771 MiB
2024/12/17 16:12:56.752, 0 %, 5771 MiB
2024/12/17 16:12:57.752, 52 %, 5771 MiB
2024/12/17 16:12:58.752, 0 %, 5771 MiB
2024/12/17 16:12:59.753, 44 %, 5771 MiB
2024/12/17 16:13:00.753, 0 %, 5771 MiB
2024/12/17 16:13:01.753, 0 %, 5771 MiB
2024/12/17 16:13:02.754, 0 %, 0 MiB
2024/12/17 16:13:03.754, 0 %, 0 MiB
2024/12/17 16:13:04.754, 0 %, 0 MiB
2024/12/17 16:13:05.754, 0 %, 0 MiB
2024/12/17 16:13:06.754, 0 %, 0 MiB
